t_date,cust_id,t_amt,services,products_used,city,state,t_details
07-19-2015,4008217,47.24,Outdoor Recreation,Skateboarding,Eugene,Oregon,cash
04-24-2015,4002195,85.24,Water Sports,Boating,Minneapolis,Minnesota,credit
06-21-2015,4007268,24.58,Gymnastics,Gymnastics Mats,Everett,Washington,cash
04-16-2015,4009239,132.94,Team Sports,Field Hockey,Sacramento,California,credit
07-17-2015,4001228,195.89,Outdoor Recreation,Motorsports,Springfield,Illinois,credit
11-24-2015,4003857,54.18,Exercise & Fitness,Foam Rollers,Detroit,Michigan,credit
09-07-2015,4001303,182.04,Outdoor Recreation,Running,Huntsville,Alabama,credit
07-30-2015,4003992,109.32,Outdoor Recreation,Ice Climbing,Anaheim,California,credit
11-08-2015,4001628,193.8,Outdoor Recreation,Geocaching,San Francisco,California,credit
04-09-2015,4009878,189.56,Team Sports,Soccer,Vancouver,Washington,credit
03-25-2015,4009096,113.82,Games,Portable Electronic Games,Minneapolis,Minnesota,credit
05-09-2015,4003498,189.78,Water Sports,Wetsuits,Richmond  ,Virginia,credit
11-27-2015,4004695,35.31,Outdoor Recreation,Tetherball,Columbia,Missouri,cash
03-07-2015,4004314,105.18,Team Sports,Cheerleading,Paterson,New Jersey,credit
09-26-2015,4004057,169.08,Team Sports,Curling,St. Louis  ,Missouri,credit
12-01-2015,4006444,37.79,Outdoor Recreation,Skating,Oklahoma City,Oklahoma,cash
04-05-2015,4009818,110.51,Water Sports,Scuba Diving & Snorkeling,Lowell,Massachusetts,credit
04-26-2015,4001496,177.39,Exercise & Fitness,Medicine Balls,Huntsville,Alabama,credit
07-06-2015,4003549,156.7,Winter Sports,Snowshoeing,Cambridge,Massachusetts,credit
04-17-2015,4003666,179.72,Outdoor Recreation,Skating,Colorado Springs,Colorado,credit
10-28-2015,4003217,6.89,Team Sports,Curling,Houston,Texas,cash
05-27-2015,4003850,109.29,Outdoor Play Equipment,Lawn Water Slides,Colorado Springs,Colorado,credit
08-27-2015,4003083,40.52,Outdoor Recreation,Rock Climbing,Minneapolis,Minnesota,cash
05-16-2015,4002922,186.73,Winter Sports,Bobsledding,Miami,Florida,credit
11-07-2015,4008063,160.51,Water Sports,Water Tubing,Clarksville,Tennessee,credit
07-25-2015,4005984,131.79,Outdoor Play Equipment,Swing Sets,Huntsville,Alabama,credit
01-15-2015,4003448,91.49,Team Sports,Football,San Francisco,California,credit
09-25-2015,4001880,113.85,Team Sports,Cheerleading,Centennial,Colorado,credit
09-26-2015,4003122,138.6,Team Sports,Soccer,Columbia,South Carolina,credit
09-23-2015,4004296,39.5,Jumping,Bungee Jumping,Nashville  ,Tennessee,cash
05-15-2015,4009674,87.55,Team Sports,Baseball,Philadelphia,Pennsylvania,credit
05-13-2015,4008326,33.87,Outdoor Play Equipment,Lawn Water Slides,Denton,Texas,cash
02-07-2015,4007718,27.41,Combat Sports,Fencing,Boston,Massachusetts,cash
08-14-2015,4008221,156.14,Winter Sports,Bobsledding,Springfield,Illinois,credit
09-01-2015,4006968,121.58,Combat Sports,Martial Arts,McKinney,Texas,credit
05-23-2015,4007293,184.92,Puzzles,Jigsaw Puzzles,Montgomery,Alabama,credit
10-24-2015,4005563,14.84,Team Sports,Basketball,Detroit,Michigan,cash
11-08-2015,4008868,18.87,Puzzles,Jigsaw Puzzles,Reno,Nevada,cash
02-22-2015,4002937,168,Outdoor Recreation,Running,Flint,Michigan,credit
05-31-2015,4006891,91.98,Exercise & Fitness,Weightlifting Machines,San Jose,California,credit
09-04-2015,4003827,111.17,Water Sports,Whitewater Rafting,Seattle,Washington,credit
11-11-2015,4006423,162.54,Racquet Sports,Squash,Irving,Texas,credit
04-02-2015,4002028,100.43,Games,Bingo Sets,El Paso,Texas,credit
12-13-2015,4002470,83.48,Water Sports,Scuba Diving & Snorkeling,Scottsdale,Arizona,credit
08-27-2015,4007840,134.33,Outdoor Recreation,Camping & Backpacking & Hiking,Lowell,Massachusetts,credit
07-27-2015,4008664,93.9,Dancing,Ballet Bars,San Diego,California,credit
03-24-2015,4000170,160.08,Dancing,Ballet Bars,Louisville,Kentucky,credit
06-27-2015,4005202,90.21,Exercise & Fitness,Weightlifting Belts,Louisville,Kentucky,credit
05-05-2015,4006603,127.19,Outdoor Recreation,Skating,Charlotte,North Carolina,credit
04-10-2015,4007245,122.46,Combat Sports,Wrestling,Coral Springs,Florida,credit
01-27-2015,4006935,188.89,Exercise & Fitness,Stopwatches,Vancouver,Washington,credit
10-04-2015,4006126,74.23,Puzzles,Jigsaw Puzzles,Alexandria  ,Virginia,credit
04-26-2015,4005423,154.46,Outdoor Recreation,Rock Climbing,Tampa,Florida,credit
10-05-2015,4006134,193.26,Games,Card Games,Cleveland,Ohio,credit
03-12-2015,4000971,110.49,Combat Sports,Wrestling,Durham,North Carolina,credit
03-26-2015,4006579,156.34,Exercise & Fitness,Weightlifting Machine Accessories,Minneapolis,Minnesota,credit
09-25-2015,4002360,40.07,Exercise & Fitness,Cardio Machines,Columbus,Georgia,credit
06-07-2015,4005903,43.01,Outdoor Play Equipment,Sandboxes,Columbus,Georgia,credit
06-08-2015,4006848,128.8,Water Sports,Bodyboarding,Berkeley,California,credit
03-22-2015,4000962,85.92,Gymnastics,Gymnastics Rings,Milwaukee,Wisconsin,credit
02-24-2015,4003588,153.36,Jumping,Pogo Sticks,Alexandria  ,Virginia,credit
02-26-2015,4001579,144.64,Water Sports,Windsurfing,Atlanta,Georgia,credit
04-17-2015,4007087,175.39,Water Sports,Surfing,Hampton  ,Virginia,credit
08-13-2015,4002880,107.24,Games,Poker Chips & Sets,Saint Paul,Minnesota,credit
03-16-2015,4003587,127.64,Indoor Games,Table Shuffleboard,Cleveland,Ohio,credit
08-19-2015,4007993,150.91,Gymnastics,Springboards,Reno,Nevada,credit
05-30-2015,4000221,180.46,Indoor Games,Darts,Fremont,California,credit
02-25-2015,4005322,136.51,Outdoor Recreation,Geocaching,Pittsburgh,Pennsylvania,credit
03-13-2015,4006459,169.46,Exercise & Fitness,Weightlifting Belts,Huntsville,Alabama,credit
04-21-2015,4002618,61.12,Winter Sports,Snowmobiling,Oakland,California,credit
05-15-2015,4003286,111,Team Sports,Softball,Eugene,Oregon,credit
11-02-2015,4004240,193.88,Winter Sports,Snowshoeing,Columbus,Georgia,credit
01-05-2015,4001122,139.4,Outdoor Recreation,Skating,Charlotte,North Carolina,credit
03-08-2015,4000197,60.21,Winter Sports,Snowmobiling,Huntsville,Alabama,credit
11-12-2015,4004739,190.38,Outdoor Play Equipment,Swing Sets,Irvine,California,credit
07-10-2015,4005221,199.26,Water Sports,Scuba Diving & Snorkeling,Charlotte,North Carolina,credit
02-13-2015,4008543,152.02,Outdoor Recreation,Riding Scooters,Seattle,Washington,credit
07-30-2015,4005174,92.62,Air Sports,Hang Gliding,Eugene,Oregon,credit
02-13-2015,4008791,69.77,Outdoor Recreation,Tetherball,West Valley City,Utah,credit
07-30-2015,4005726,65.82,Team Sports,Cricket,West Valley City,Utah,credit
07-21-2015,4003165,97.33,Exercise & Fitness,Medicine Balls,Detroit,Michigan,credit
05-10-2015,4005557,38.34,Games,Board Games,Green Bay,Wisconsin,credit
03-25-2015,4009459,129.44,Outdoor Recreation,Track & Field,Kansas City,Kansas,credit
04-17-2015,4004548,199.05,Gymnastics,Springboards,Cincinnati,Ohio,credit
12-02-2015,4007027,165.16,Water Sports,Surfing,Birmingham,Alabama,credit
03-23-2015,4006792,146.17,Winter Sports,Snowshoeing,San Francisco,California,credit
10-09-2015,4004582,21.53,Racquet Sports,Squash,Columbia,South Carolina,credit
12-03-2015,4006615,178.96,Gymnastics,Vaulting Horses,Flint,Michigan,credit
06-06-2015,4006531,70.8,Team Sports,Team Handball,Phoenix,Arizona,credit
08-06-2015,4005962,123.95,Combat Sports,Martial Arts,Milwaukee,Wisconsin,credit
08-26-2015,4009810,30.41,Water Sports,Wetsuits,Denver  ,Colorado,cash
04-25-2015,4006518,97.1,Water Sports,Boating,Paterson,New Jersey,credit
11-27-2015,4002459,151.26,Indoor Games,Ping Pong,Vancouver,Washington,credit
09-11-2015,4009453,33.06,Winter Sports,Sledding,Paterson,New Jersey,cash
06-26-2015,4006508,42.95,Outdoor Recreation,Cycling,Santa Ana,California,cash
07-21-2015,4000156,168.91,Indoor Games,Ping Pong,Detroit,Michigan,credit
07-08-2015,4000979,10.96,Outdoor Recreation,Geocaching,Denver  ,Colorado,cash
11-21-2015,4003830,113.66,Outdoor Play Equipment,Lawn Water Slides,Jackson,Mississippi,credit
07-05-2015,4002526,32.3,Outdoor Recreation,Cycling,Chattanooga,Tennessee,cash
07-07-2015,4007364,70.96,Winter Sports,Downhill Skiing,San Francisco,California,credit
09-09-2015,4008787,168.63,Outdoor Recreation,Rock Climbing,Flint,Michigan,credit
10-31-2015,4000166,159.27,Outdoor Recreation,Tetherball,Las Vegas,Nevada,credit
12-17-2015,4009442,62.25,Combat Sports,Martial Arts,Jersey City,New Jersey,credit
12-30-2015,4008332,71.4,Team Sports,Lacrosse,Las Vegas,Nevada,credit
05-14-2015,4005792,193.88,Racquet Sports,Squash,San Diego,California,credit
06-05-2015,4002912,168.71,Exercise & Fitness,Gym Mats,Reno,Nevada,credit
05-23-2015,4005625,118.1,Outdoor Recreation,Ice Climbing,Phoenix,Arizona,credit
10-08-2015,4005582,65.2,Outdoor Recreation,Archery,Buffalo,New York,credit
02-26-2015,4009761,117.12,Gymnastics,Balance Beams,Omaha,Nebraska,credit
08-19-2015,4003667,194.45,Outdoor Recreation,Riding Scooters,Sunnyvale,California,credit
03-13-2015,4009041,34.96,Exercise & Fitness,Weightlifting Belts,Fremont,California,cash
02-06-2015,4000562,179.53,Games,Mahjong,Pasadena,California,credit
07-25-2015,4003031,140.35,Outdoor Play Equipment,Water Tables,Pasadena,Texas,credit
12-19-2015,4001113,86.13,Outdoor Recreation,Running,Detroit,Michigan,credit
01-12-2015,4002034,156.03,Games,Card Games,San Francisco,California,credit
03-31-2015,4003457,182.46,Water Sports,Wetsuits,Detroit,Michigan,credit
08-31-2015,4001557,158.76,Games,Mahjong,Columbus,Ohio,credit
08-17-2015,4004724,28.59,Team Sports,Hockey,Eugene,Oregon,cash
04-03-2015,4000812,15.3,Outdoor Recreation,Equestrian,Gilbert,Arizona,cash
12-08-2015,4006981,56.72,Air Sports,Hang Gliding,Oakland,California,credit
12-01-2015,4001285,169.02,Team Sports,Rugby,Austin,Texas,credit
07-28-2015,4008316,7.83,Gymnastics,Gymnastics Mats,Vancouver,Washington,cash
11-03-2015,4002871,123.02,Outdoor Recreation,Disc Golf,Nashville  ,Tennessee,credit
02-02-2015,4000022,117.65,Outdoor Recreation,Shooting Games,Brownsville,Texas,credit
01-01-2015,4004887,164.83,Team Sports,Hockey,Jackson,Mississippi,credit
02-23-2015,4007644,159.13,Outdoor Recreation,Camping & Backpacking & Hiking,Madison,Wisconsin,credit
07-12-2015,4005803,26.29,Games,Dice & Dice Sets,Clarksville,Tennessee,cash
11-13-2015,4005082,197.74,Team Sports,Lacrosse,Des Moines,Iowa,credit
07-23-2015,4002385,38.45,Outdoor Recreation,Cycling,St. Louis  ,Missouri,cash
07-16-2015,4005892,124.83,Indoor Games,Billiards,Madison,Wisconsin,credit
12-22-2015,4005340,48.27,Water Sports,Whitewater Rafting,Denver  ,Colorado,cash
10-03-2015,4005935,177.37,Indoor Games,Billiards,West Valley City,Utah,credit
09-29-2015,4004325,78.83,Combat Sports,Fencing,Columbia,Missouri,credit
01-03-2015,4009919,65.05,Team Sports,Field Hockey,Salem,Oregon,credit
12-03-2015,4005073,70.79,Outdoor Recreation,Fishing,Louisville,Kentucky,credit
06-20-2015,4004562,129.11,Jumping,Pogo Sticks,Honolulu  ,Hawaii,credit
05-12-2015,4005090,102.05,Jumping,Bungee Jumping,Kansas City,Missouri,credit
10-01-2015,4007909,102.53,Jumping,Bungee Jumping,Charleston,South Carolina,credit
02-10-2015,4001454,43.17,Outdoor Recreation,Cycling,Gilbert,Arizona,cash
05-08-2015,4006052,40.06,Outdoor Recreation,Golf,Indianapolis ,Indiana,cash
02-11-2015,4008400,14.22,Indoor Games,Air Hockey,Stamford,Connecticut,cash
05-03-2015,4000396,193.18,Team Sports,Football,Dallas,Texas,credit
10-23-2015,4009775,89.04,Exercise & Fitness,Exercise Balls,Tampa,Florida,credit
06-24-2015,4003668,48.89,Winter Sports,Snowshoeing,Newark,New Jersey,cash
04-03-2015,4000368,114.07,Water Sports,Swimming,San Diego,California,credit
10-06-2015,4003501,171.61,Outdoor Recreation,Deck Shuffleboard,Cambridge,Massachusetts,credit
05-03-2015,4007837,52.64,Outdoor Recreation,Motorsports,Saint Paul,Minnesota,credit
09-29-2015,4008182,41.31,Winter Sports,Bobsledding,Hampton  ,Virginia,credit
06-21-2015,4009896,124.07,Water Sports,Water Tubing,Louisville,Kentucky,credit
08-18-2015,4005744,165.89,Outdoor Recreation,Motorsports,Cleveland,Ohio,credit
10-22-2015,4002425,107.43,Combat Sports,Wrestling,Salem,Oregon,credit
01-30-2015,4006759,89.44,Outdoor Recreation,Equestrian,Minneapolis,Minnesota,credit
04-26-2015,4002231,38.27,Team Sports,Cheerleading,Chicago,Illinois,credit
05-17-2015,4004029,28.2,Winter Sports,Cross-Country Skiing,Westminster,Colorado,credit
11-15-2015,4006779,182.02,Team Sports,Baseball,Detroit,Michigan,credit
06-01-2015,4008553,67.27,Indoor Games,Ping Pong,El Paso,Texas,credit
01-12-2015,4002930,133.8,Gymnastics,Springboards,Columbia,South Carolina,credit
03-30-2015,4002677,102.88,Exercise & Fitness,Exercise Bands,Sacramento,California,credit
08-29-2015,4009556,91.49,Water Sports,Water Tubing,Hartford,Connecticut,credit
01-31-2015,4007426,110.84,Exercise & Fitness,Exercise Bands,Long Beach,California,credit
09-30-2015,4005341,44.61,Gymnastics,Gymnastics Mats,Lincoln,Nebraska,credit
06-07-2015,4002591,120.15,Exercise & Fitness,Weightlifting Gloves,Huntsville,Alabama,credit
07-17-2015,4003990,161.84,Outdoor Play Equipment,Sandboxes,Scottsdale,Arizona,credit
03-11-2015,4004311,158.29,Exercise & Fitness,Exercise Bands,Midland,Texas,credit
06-17-2015,4001416,36.72,Water Sports,Surfing,Oakland,California,credit
11-12-2015,4006386,103.56,Water Sports,Kitesurfing,Houston,Texas,credit
10-17-2015,4000419,40.41,Exercise & Fitness,Medicine Balls,Stamford,Connecticut,credit
11-09-2015,4001604,55.98,Combat Sports,Wrestling,Oklahoma City,Oklahoma,credit
02-10-2015,4002960,48.37,Exercise & Fitness,Cardio Machine Accessories,Pittsburgh,Pennsylvania,credit
03-06-2015,4008041,195.63,Outdoor Recreation,Geocaching,Reno,Nevada,credit
02-04-2015,4007450,72.11,Exercise & Fitness,Free Weight Bars,Everett,Washington,credit
05-21-2015,4009074,148.05,Racquet Sports,Badminton,Miami,Florida,credit
05-15-2015,4006032,186.12,Exercise & Fitness,Weight Benches,McKinney,Texas,credit
10-13-2015,4002182,5.47,Water Sports,Windsurfing,Columbus,Ohio,credit
05-07-2015,4005505,128.56,Exercise & Fitness,Weightlifting Machines,Springfield,Illinois,credit
02-03-2015,4009895,167.51,Outdoor Recreation,Tetherball,Saint Paul,Minnesota,credit
05-26-2015,4004783,169.44,Exercise & Fitness,Abdominal Equipment,Denver  ,Colorado,credit
05-25-2015,4008122,178.58,Exercise & Fitness,Free Weight Bars,Baltimore,Maryland,credit
12-03-2015,4007977,11.13,Racquet Sports,Squash,Columbia,South Carolina,credit
01-09-2015,4000351,197.93,Games,Mahjong,Jersey City,New Jersey,credit
12-20-2015,4008176,41.01,Air Sports,Parachutes,Clarksville,Tennessee,credit
11-10-2015,4009925,22.61,Games,Bingo Sets,Brownsville,Texas,credit
09-13-2015,4007390,163.83,Exercise & Fitness,Weightlifting Gloves,Salt Lake City,Utah,credit
09-22-2015,4006869,25.2,Outdoor Play Equipment,Swing Sets,Boise,Idaho,credit
11-14-2015,4008596,28.65,Outdoor Recreation,Skateboarding,Dallas,Texas,credit
01-30-2015,4009721,99.41,Team Sports,Football,Vancouver,Washington,credit
10-11-2015,4005364,147.73,Team Sports,Basketball,Jersey City,New Jersey,credit
02-06-2015,4004812,39.31,Gymnastics,Springboards,Pasadena,California,cash
05-02-2015,4008086,136.83,Exercise & Fitness,Jump Ropes,Columbus,Georgia,credit
08-03-2015,4007946,186.58,Combat Sports,Fencing,Orlando,Florida,credit
11-01-2015,4003958,20.71,Outdoor Recreation,Archery,Phoenix,Arizona,cash
08-03-2015,4001087,91.34,Team Sports,Indoor Volleyball,Salt Lake City,Utah,credit
09-10-2015,4000020,111.43,Gymnastics,Gymnastics Mats,Houston,Texas,credit
07-01-2015,4003426,148.21,Puzzles,Jigsaw Puzzles,Gresham,Oregon,credit
05-21-2015,4005923,109.58,Team Sports,Soccer,Columbus,Georgia,credit
02-05-2015,4005859,51.04,Winter Sports,Sledding,Lincoln,Nebraska,credit
01-09-2015,4004873,5.68,Jumping,Trampolines,Eugene,Oregon,cash
09-18-2015,4000996,72.05,Winter Sports,Luge,McKinney,Texas,credit
01-24-2015,4003060,25.43,Games,Poker Chips & Sets,Gresham,Oregon,cash
08-26-2015,4005150,140.26,Indoor Games,Ping Pong,Anaheim,California,credit
10-20-2015,4000214,93.14,Outdoor Recreation,Cycling,Lexington,Kentucky,credit
10-13-2015,4005936,16.29,Indoor Games,Air Hockey,Saint Paul,Minnesota,cash
03-30-2015,4008681,24.03,Water Sports,Life Jackets,Long Beach,California,cash
03-16-2015,4000685,132.35,Exercise & Fitness,Yoga & Pilates,Omaha,Nebraska,credit
01-29-2015,4001040,29.97,Games,Bingo Sets,Columbia,South Carolina,cash
02-26-2015,4005827,141.81,Water Sports,Water Polo,Kansas City,Kansas,credit
12-05-2015,4009939,123.73,Outdoor Recreation,Golf,New Orleans,Louisiana,credit
11-28-2015,4004559,112.14,Gymnastics,Gymnastics Mats,Everett,Washington,credit
07-30-2015,4001740,183.98,Outdoor Recreation,Running,Madison,Wisconsin,credit
06-23-2015,4001765,55.81,Outdoor Play Equipment,Playhouses,Westminster,Colorado,credit
11-17-2015,4000826,116.5,Gymnastics,Gymnastics Protective Gear,Orlando,Florida,credit
12-16-2015,4009409,180.88,Water Sports,Whitewater Rafting,Kansas City,Missouri,credit
08-06-2015,4009691,51.45,Outdoor Recreation,Camping & Backpacking & Hiking,Kansas City,Kansas,credit
04-18-2015,4008818,50.57,Water Sports,Windsurfing,Alexandria  ,Virginia,credit
04-24-2015,4004532,25.86,Gymnastics,Vaulting Horses,Centennial,Colorado,cash
04-04-2015,4005046,9.6,Outdoor Recreation,Deck Shuffleboard,Jackson,Mississippi,cash
03-11-2015,4004655,95.05,Exercise & Fitness,Cardio Machines,Anaheim,California,credit
08-14-2015,4008125,10.8,Team Sports,Curling,Vancouver,Washington,cash
05-29-2015,4000436,110.35,Gymnastics,Gymnastics Bars,Oakland,California,credit
04-04-2015,4005206,183.6,Outdoor Recreation,Skateboarding,Detroit,Michigan,credit
05-21-2015,4001567,87.02,Team Sports,Baseball,Durham,North Carolina,credit
11-23-2015,4009710,20.09,Team Sports,Curling,Las Vegas,Nevada,cash
02-02-2015,4007894,36.99,Team Sports,Curling,Gresham,Oregon,cash
12-01-2015,4005847,184.82,Team Sports,Team Handball,Pasadena,Texas,credit
09-28-2015,4005100,26.26,Outdoor Recreation,Equestrian,Nashville  ,Tennessee,cash
05-11-2015,4006080,91.93,Outdoor Play Equipment,Lawn Water Slides,Saint Paul,Minnesota,credit
02-22-2015,4005267,110.88,Jumping,Trampoline Accessories,Salem,Oregon,credit
12-03-2015,4000732,122.77,Water Sports,Wetsuits,St. Louis  ,Missouri,credit
06-07-2015,4002776,165.95,Exercise & Fitness,Weightlifting Gloves,Denton,Texas,credit
02-17-2015,4003621,137.37,Exercise & Fitness,Weightlifting Machines,Baltimore,Maryland,credit
10-30-2015,4007975,185.19,Games,Poker Chips & Sets,Scottsdale,Arizona,credit
04-30-2015,4005477,98.17,Outdoor Recreation,Golf,Houston,Texas,credit
07-31-2015,4000034,130.05,Exercise & Fitness,Gym Mats,Seattle,Washington,credit
02-14-2015,4006893,50.68,Winter Sports,Bobsledding,Columbia,Missouri,credit
08-08-2015,4007889,24.9,Water Sports,Whitewater Rafting,Seattle,Washington,cash
05-15-2015,4001828,142.36,Outdoor Play Equipment,Swing Sets,Lexington,Kentucky,credit
03-10-2015,4002822,57.14,Games,Dice & Dice Sets,New Orleans,Louisiana,credit
07-17-2015,4006378,81.16,Jumping,Bungee Jumping,Los Angeles,California,credit
05-24-2015,4002380,182.55,Gymnastics,Balance Beams,Pittsburgh,Pennsylvania,credit
06-03-2015,4008701,113.51,Team Sports,Beach Volleyball,Chattanooga,Tennessee,credit
05-09-2015,4008621,24.01,Outdoor Recreation,Skating,Midland,Texas,cash
11-04-2015,4000943,147.87,Outdoor Play Equipment,Lawn Water Slides,Salem,Oregon,credit
03-15-2015,4002016,75.88,Outdoor Recreation,Shooting Games,Alexandria  ,Virginia,credit
12-05-2015,4008629,104.36,Gymnastics,Gymnastics Rings,Coral Springs,Florida,credit
